"as","rwa","year","yearnum","season","seasonnum","time","timenr","stratum","eff","temp","hist","neighb","soil","catch","effort","cpue"
647,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0562770562770563,0.17329255861366,"sand",1,99,0.0101010101010101
648,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.189873417721519,0.288331726133076,"sand",24,53,0.452830188679245
651,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.00925925925925926,0.0164383561643836,"built-up",0,56,0
652,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.151515151515152,0,"peat",0,39,0
653,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.00458715596330275,0,"sand",0,61,0
654,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.115479115479115,0,"sand",0,61,0
655,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0742574257425743,0,"sand",0,50,0
656,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0947368421052632,0.00210084033613445,"sand",0,36,0
657,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.036,0.0979955456570156,"sand",0,64,0
658,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0625,0.124121779859485,"sand",19,95,0.2
711,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.575,0.43010752688172,"loam",31,72.5,0.427586206896552
712,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.4,0.414145717937793,"loam",0,32,0
713,"Waterschap Noorderzijlvest","2014",2014,"summer",3,0,7,"high","control","year-round",0.715542521994135,0.358065706902916,"clay",141,261.25,0.539712918660287
714,"Waterschap Noorderzijlvest","2014",2014,"summer",3,0,7,"high","decrease","year-round",0.35632183908046,0.407324124638612,"clay",77,135.25,0.569316081330869
715,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.287735849056604,0.422657952069717,"loam",12,67.75,0.177121771217712
716,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.397969543147208,"loam",0,6.5,0
717,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0192307692307692,0.207006369426752,"clay",0,22.5,0
718,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.157894736842105,0.171526586620926,"water",4,21.5,0.186046511627907
721,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.649350649350649,0.561818181818182,"clay",20,51.5,0.388349514563107
722,"Waterschap Noorderzijlvest","2014",2014,"summer",3,0,7,"high","increase","year-round",0.463963963963964,0.452976108272338,"clay",58,147,0.394557823129252
723,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.939759036144578,0.436651285431773,"clay",177,465.75,0.380032206119163
724,"Waterschap Noorderzijlvest","2014",2014,"summer",3,0,7,"high","control","year-round",0.525585429314831,0.470641992232122,"clay",87,284.75,0.305531167690957
725,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.692695214105793,0.48439229577153,"clay",139,189.25,0.73447820343461
726,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.554263565891473,0.565876408861251,"loam",31,77.5,0.4
727,"Waterschap Noorderzijlvest","2014",2014,"summer",3,0,7,"medium","increase","year-round",0.333333333333333,0.312433581296493,"clay",0,30.5,0
728,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0844155844155844,0.278637770897833,"clay",26,128,0.203125
731,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.850340136054422,0.470368642090527,"clay",124,156,0.794871794871795
732,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.543554006968641,0.410416076988395,"clay",163,214,0.761682242990654
733,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,1.11512297226583,0.477538123368595,"clay",164,557.25,0.294302377747869
734,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.640591966173362,0.429093324476918,"clay",138,264.75,0.521246458923513
735,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.626430801248699,0.453648151732146,"clay",182,247.25,0.736097067745197
736,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"high","increase","season",0.383196721311475,0.503348214285714,"clay",20,45.5,0.43956043956044
737,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.362264150943396,0.341689879294336,"peat",11,34,0.323529411764706
738,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0816326530612245,0.21474358974359,"peat",55,135,0.407407407407407
741,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.62382176520994,0.494186046511628,"clay",22,81,0.271604938271605
742,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.740053050397878,0.453072356810525,"clay",69,141,0.48936170212766
743,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.754716981132076,0.421129149503271,"built-up",91,167,0.544910179640719
744,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.436170212765957,0.381574501633067,"built-up",86,135.5,0.634686346863469
745,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.102345415778252,0.435595567867036,"peat",43,211.5,0.203309692671395
746,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.273062730627306,0.369408369408369,"sand",42,83,0.506024096385542
747,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.25,0.324045407636739,"sand",3,23,0.130434782608696
748,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.285714285714286,0.23574144486692,"clay",7,16,0.4375
751,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.106060606060606,0.347222222222222,"sand",6,76,0.0789473684210526
752,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.29608938547486,0.433903576982893,"peat",66,172,0.383720930232558
753,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.210958904109589,0.397133220910624,"peat",70,135,0.518518518518518
754,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.267857142857143,0.384244372990354,"built-up",113,444,0.254504504504505
755,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.213872832369942,0.313604919292852,"peat",46,193,0.238341968911917
756,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.282312925170068,0.257796257796258,"sand",2,31,0.0645161290322581
757,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"medium","control","year-round",0.345762711864407,0.192477876106195,"sand",13,81,0.160493827160494
758,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.203454894433781,0.126919140225179,"clay",7,59,0.11864406779661
821,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.119047619047619,0.296488946684005,"water",20,79.5,0.251572327044025
822,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.118694362017804,0.309148264984227,"water",0,21,0
831,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"medium","decrease","year-round",0.181323662737987,0.266180492251595,"clay",0,0,0
832,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.178438661710037,0.224231464737794,"clay",29,79,0.367088607594937
833,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.239864864864865,"water",0,0,0
841,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0178571428571429,0.23686553873553,"clay",0,1,0
842,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.115107913669065,0.268142681426814,"clay",9,89,0.101123595505618
843,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.235576923076923,0.230958230958231,"clay",33,86,0.383720930232558
844,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.24113475177305,0.368131868131868,"clay",0,21,0
851,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.132330827067669,0.157320872274143,"peat",4,61.5,0.0650406504065041
852,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.241157556270096,0.251572327044025,"loam",22,122,0.180327868852459
853,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"medium","increase","year-round",0.212389380530973,0.257495590828924,"clay",21,57,0.368421052631579
854,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.157303370786517,0.369811320754717,"clay",13,39,0.333333333333333
953,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0263157894736842,"built-up",0,24,0
1014,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.151785714285714,0.0226244343891403,"water",2,57,0.0350877192982456
1015,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.143968871595331,0.0214067278287462,"clay",0,40,0
1016,"Wetterskip Fryslân","2014",2014,"summer",3,0,7,"medium","control","year-round",0.182844243792325,0.0101010101010101,"clay",0,42,0
1017,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.09765625,0.0398550724637681,"clay",0,29,0
1018,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0706521739130435,0.02,"clay",5,39,0.128205128205128
1024,"Wetterskip Fryslân","2014",2014,"summer",3,0,7,"medium","increase","season",0.160919540229885,0.0242587601078167,"clay",2,34,0.0588235294117647
1025,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.160337552742616,0.043778801843318,"clay",3,102,0.0294117647058824
1026,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0731707317073171,0.0380549682875264,"clay",0,26,0
1027,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.101538461538462,0.0420475319926874,"clay",0,34,0
1028,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.238961038961039,0.0154738878143133,"clay",5,65,0.0769230769230769
1033,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0571428571428571,0.0126582278481013,"water",0,25,0
1034,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.131944444444444,0.0308370044052863,"clay",0,68,0
1035,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.286501377410468,0.0383333333333333,"clay",4,79,0.0506329113924051
1036,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.241860465116279,0.0282861896838602,"clay",11,88,0.125
1037,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.216417910447761,0.0308724832214765,"clay",0,59,0
1038,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.207455429497569,0.0134529147982063,"clay",2,199,0.0100502512562814
1044,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.15359477124183,0.0562851782363978,"water",0,56,0
1045,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.241666666666667,0.0648298217179903,"clay",5,158,0.0316455696202532
1046,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.229885057471264,0.0582627118644068,"clay",2,68,0.0294117647058824
1047,"Wetterskip Fryslân","2014",2014,"summer",3,0,7,"medium","decrease","season",0.21,0.0326732673267327,"peat",3,75,0.04
1048,"Wetterskip Fryslân","2014",2014,"summer",3,0,7,"medium","decrease","year-round",0.10360884749709,0.0263959390862944,"peat",0,190,0
1054,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0680272108843537,0.0579150579150579,"water",7,44,0.159090909090909
1055,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.13135593220339,0.0528109028960818,"clay",14,159,0.0880503144654088
1056,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.244047619047619,0.0575221238938053,"peat",2,55,0.0363636363636364
1057,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.125274725274725,0.0188034188034188,"peat",16,271,0.0590405904059041
1058,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.177272727272727,0.0278706800445931,"water",0,80,0
1111,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.206730769230769,0.0346666666666667,"clay",0,44,0
1112,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.17741935483871,0.00539083557951483,"clay",0,51,0
1113,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0412371134020619,0.00442477876106195,"peat",0,21,0
1114,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0580912863070539,0,"sand",0,38,0
1115,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.129533678756477,0,"sand",0,29,0
1116,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0460526315789474,0.00293255131964809,"sand",0,62,0
1117,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0536193029490617,"sand",0,33,0
1118,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0948905109489051,0.0808383233532934,"sand",0,19,0
1121,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.331550802139037,0.0301507537688442,"clay",0,23,0
1122,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.08,0.0155844155844156,"peat",2,72,0.0277777777777778
1123,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.110236220472441,0.0170731707317073,"peat",0,55,0
1124,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.127450980392157,0.00563380281690141,"peat",0,75,0
1125,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.246753246753247,0,"sand",0,43,0
1126,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.152046783625731,0.0050251256281407,"sand",0,37,0
1127,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.139784946236559,0.0029673590504451,"sand",1,49,0.0204081632653061
1128,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.114285714285714,0.0354767184035477,"sand",0,11,0
1131,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.104408352668213,0.0273809523809524,"water",1,90,0.0111111111111111
1132,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.264150943396226,0.0279823269513991,"clay",3,37,0.0810810810810811
1133,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.191919191919192,0.0336879432624113,"peat",2,64,0.03125
1134,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.113122171945701,0.0099403578528827,"peat",0,52,0
1135,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0570175438596491,0,"sand",0,53,0
1136,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.150134048257373,0.0257425742574257,"sand",0,80,0
1137,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.201342281879195,0.0237623762376238,"sand",1,49,0.0204081632653061
1138,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.126865671641791,0.0529986052998605,"sand",0,46,0
1141,"Wetterskip Fryslân","2014",2014,"summer",3,0,7,"medium","increase","year-round",0.0934579439252336,0.0242774566473988,"peat",0,133,0
1142,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.125984251968504,0.029806259314456,"peat",11,121,0.0909090909090909
1143,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.081447963800905,0.044921875,"peat",3,121,0.0247933884297521
1144,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.117333333333333,0.0236220472440945,"peat",0,31,0
1145,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.202970297029703,0,"sand",0,61,0
1146,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.181538461538462,0.0218181818181818,"sand",0,72,0
1147,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.264227642276423,0.0020703933747412,"sand",11,141,0.0780141843971631
1148,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.125,0.0413122721749696,"sand",0,69,0
1151,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0340285400658617,"peat",4,78,0.0512820512820513
1152,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.073943661971831,0.0790340285400659,"peat",0,70,0
1153,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.170212765957447,0.0903540903540904,"sand",7,78,0.0897435897435897
1154,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0306122448979592,0.102693602693603,"sand",0,59,0
1155,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.247191011235955,0.0451127819548872,"sand",0,20,0
1156,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.224215246636771,0.0378071833648393,"sand",0,64,0
1157,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.15,0.0235546038543897,"sand",0,82,0
1158,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0916030534351145,0.0267639902676399,"sand",0,21,0
1211,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.195652173913043,0.23469387755102,"sand",0,2,0
1212,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0181818181818182,0.384976525821596,"sand",0,13,0
1213,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.23728813559322,0.304952698942682,"sand",21,28,0.75
1214,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.276807980049875,0.298072805139186,"sand",25,85.5,0.292397660818713
1215,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.195386702849389,0.201672405312346,"water",96,288.5,0.332755632582322
1216,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0842490842490843,0.203524729960205,"sand",1,22,0.0454545454545455
1217,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.141078838174274,0.128834355828221,"sand",4,60,0.0666666666666667
1218,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.118173679498657,"sand",21,158,0.132911392405063
1221,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.218390804597701,0.0386100386100386,"sand",1,4,0.25
1222,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.04,0.241071428571429,"sand",0,2,0
1223,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.334630350194553,"sand",0,7,0
1224,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.199233716475096,0.360687022900763,"sand",0,40,0
1225,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"low","decrease","year-round",0.178823529411765,0.275017998560115,"sand",2,32,0.0625
1226,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.233160621761658,0.220614828209765,"sand",16,169,0.0946745562130177
1227,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.221606648199446,0.138613861386139,"sand",0,25,0
1228,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.184466019417476,0.108641975308642,"sand",24,107,0.224299065420561
1231,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.358695652173913,0.00636942675159236,"sand",5,23.5,0.212765957446809
1232,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0756756756756757,"sand",0,13,0
1233,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.333333333333333,0.324468085106383,"sand",0,21.5,0
1234,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.220735785953177,0.154696132596685,"sand",40,54,0.740740740740741
1235,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.195121951219512,0.227814569536424,"sand",5,7.5,0.666666666666667
1236,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0847457627118644,0.0758169934640523,"sand",8,28,0.285714285714286
1237,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.147286821705426,0.130434782608696,"sand",6,90,0.0666666666666667
1238,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.327659574468085,0.0974093264248705,"sand",18,73,0.246575342465753
1241,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.169491525423729,0.0238095238095238,"peat",0,12,0
1242,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0568181818181818,0.0458015267175573,"sand",0,0,0
1243,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.143790849673203,0.43010752688172,"built-up",1,22.5,0.0444444444444444
1244,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.119298245614035,0.427906976744186,"sand",20,49.5,0.404040404040404
1245,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.163461538461538,0.510489510489511,"sand",0,1,0
1246,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0966921119592875,"sand",0,4,0
1247,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0133333333333333,0.131147540983607,"sand",0,54,0
1248,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.17741935483871,0.118100128369705,"sand",0,46,0
1251,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.196911196911197,0,"sand",0,37,0
1252,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.055045871559633,0.00909090909090909,"sand",0,0.5,0
1253,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.102564102564103,0.230769230769231,"peat",0,1,0
1254,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.183908045977011,0.25609756097561,"sand",0,0,0
1255,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.296296296296296,"sand",0,0,0
1257,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"low","increase","year-round",0,0.0501930501930502,"sand",0,16,0
1258,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0567685589519651,0.0470588235294118,"sand",8,48,0.166666666666667
1311,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0921052631578947,0.173293768545994,"sand",10,88,0.113636363636364
1312,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.065081351689612,0.233077459874389,"clay",25,109,0.229357798165138
1313,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.137566137566138,0.248854961832061,"clay",38,65,0.584615384615385
1314,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0707070707070707,0.358552631578947,"sand",6,36,0.166666666666667
1321,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.271356783919598,0.189712758851035,"sand",4,77,0.051948051948052
1322,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.202690582959641,"sand",39,149,0.261744966442953
1323,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.182278481012658,0.24,"sand",29,97,0.298969072164948
1324,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.363636363636364,0.283018867924528,"sand",8,46,0.173913043478261
1331,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.202290076335878,0.172291296625222,"sand",3,36.5,0.0821917808219178
1332,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0683229813664596,0.179598953792502,"sand",2,28,0.0714285714285714
1333,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.2578125,0.204690831556503,"sand",2,57,0.0350877192982456
1334,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.166666666666667,0.188118811881188,"sand",0,10,0
1341,"Waterschap Hunze en Aa's","2014",2014,"summer",3,0,7,"medium","increase","year-round",0.263565891472868,0.10590015128593,"sand",10,47,0.212765957446809
1342,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0547945205479452,0.16398243045388,"sand",0,36,0
1343,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.208,0.107692307692308,"sand",16,74,0.216216216216216
1344,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.144230769230769,0.182266009852217,"sand",2,29,0.0689655172413793
1351,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.154362416107383,0.12590799031477,"sand",1,25,0.04
1352,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0833333333333333,0.201058201058201,"sand",3,38,0.0789473684210526
1353,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.102564102564103,0.167213114754098,"sand",19,36,0.527777777777778
1354,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.390625,0.230337078651685,"sand",0,26,0
1412,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0185185185185185,"sand",0,0,0
1413,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0516431924882629,0,"sand",3,90,0.0333333333333333
1414,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0213675213675214,"water",0,24,0
1415,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0315315315315315,"water",0,2,0
1416,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.075,0.0371352785145889,"sand",0,57,0
1417,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0308641975308642,"water",0,47.5,0
1422,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0166666666666667,"sand",0,11,0
1423,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0220588235294118,0.0117647058823529,"sand",0,37,0
1424,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0222222222222222,0.0144927536231884,"sand",0,42,0
1425,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0609756097560976,0.0141242937853107,"water",2,39,0.0512820512820513
1426,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.18798955613577,0.047556142668428,"loam",5,60,0.0833333333333333
1427,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0759493670886076,0.0746003552397869,"loam",0,40,0
1428,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.222222222222222,0.109215017064846,"water",0,5,0
1432,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0,"sand",0,16,0
1433,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0252365930599369,"sand",0,37,0
1434,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0444444444444444,0.049645390070922,"loam",0,35,0
1435,"HH Hollands Noorderkwartier","2014",2014,"summer",3,0,7,"medium","control","year-round",0.206451612903226,0.072562358276644,"loam",0,81,0
1436,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.321951219512195,0.0924024640657084,"loam",0,53,0
1437,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.248847926267281,0.0547945205479452,"loam",16,59,0.271186440677966
1438,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0645161290322581,0.130434782608696,"water",0,0,0
1442,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0721649484536082,0,"sand",0,71,0
1443,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0,0.0247678018575851,"loam",0,52,0
1444,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.181818181818182,0.0232142857142857,"clay",8,53,0.150943396226415
1445,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.0594594594594595,0.0292504570383912,"clay",11,82,0.134146341463415
1446,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.219251336898396,0.0631383472609099,"loam",6,77,0.0779220779220779
1447,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.298555377207063,0.0777385159010601,"loam",5,49,0.102040816326531
1448,NA,"2014",2014,"summer",3,0,7,NA,"no experiment",NA,0.522727272727273,0.114754098360656,"water",0,8,0
